Index:,Date:,Time:,Type:,Type Code:,Owner/operator:,Registration:,MSN:,Year of manufacture:,Engine model:,Total airframe hrs:,Cycles:,Fatalities:,Other fatalities:,Aircraft damage:,Category:,Location:,Phase:,Nature:,Departure airport:,Destination airport:,Investigating agency:,Confidence Rating:
318671,Monday 17 April 2023, ,"    
Antonov An-32B",AN32,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),7710,3409, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318672,Monday 17 April 2023, ,"    
Antonov An-26B-100",AN26,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),7718,10203, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318673,Monday 17 April 2023, ,"    
Antonov An-12BK",AN12,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),9966,00347007, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318674,Monday 17 April 2023, ,"    
Antonov An-12BK",AN12,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),9977,9346302, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318675,Monday 17 April 2023, ,"    
Antonov An-12BK",AN12,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),9933,8345702, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318676,Monday 17 April 2023, ,"    
Antonov An-12BP",AN12,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),9988,6344504, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318668,Wednesday 19 April 2023, ,"    
Boeing 737-33A (SF)",B733,Asia Cargo Airlines,PK-YGW,27460/3021,1998,CFMI CFM56-3C1, , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Cargo,-,-, , 
318661,Friday 21 April 2023,10:17,"    
Beechcraft 200 Super King Air",BE20,Flytec SA,LV-WPM,BB-729,1980, , , ,Fatalities: 0 / Occupants: 9,0,Substantial,Accident,"Salta-Martín Miguel de Güemes International Airport, SA (SLA) -   Argentina",Landing,Passenger - Non-Scheduled/charter/Air Taxi, ,"Salta-Martín Miguel de Güemes International Airport, SA (SLA/SASA)",JST,Information verified through data from accident investigation authorities
318662,Friday 21 April 2023, ,"    
Ilyushin Il-76TD",IL76,Badr Airlines,ST-BDN,1023413443,1992, , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318663,Friday 21 April 2023, ,"    
Antonov An-32B",AN32,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),7709,2904,1991, , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318664,Friday 21 April 2023, ,"    
Antonov An-30",AN30,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),7708,1201, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318665,Friday 21 April 2023, ,"    
Antonov An-26",AN26,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),7777,9905, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318666,Friday 21 April 2023, ,"    
Antonov An-26",AN26,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),7705,3506, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
318667,Friday 21 April 2023, ,"    
Antonov An-12BP",AN12,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),-,402010, , , , ,Fatalities: 0 / Occupants: 0,0,"Destroyed, written off",OT,Khartoum International Airport (KRT) -   Sudan,Standing,Military,-,-, ,"Information is only available from news, social media or unofficial sources"
344972,Friday 21 April 2023,12:21,"    
Airbus A320-214",A320,Hong Kong Airlines,B-LPI,5416,2013,CFMI CFM56-5B4/P, , ,Fatalities: 0 / Occupants: 105,0,None,Accident,Hong Kong FIR -   Hong Kong,En route,Passenger - Scheduled,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH),Haikou Airport (HAK/ZGHK),AAIA,Information verified through data from accident investigation authorities
311364,Saturday 22 April 2023,12:00 UTC,"    
Boeing 777-223ER",B772,American Airlines,N770AN,29578/185,1999, , , ,Fatalities: 0 / Occupants: 221,0,None,Accident,Atlantic Ocean -   Atlantic Ocean,En route,Passenger - Scheduled,"Charlotte Douglas International Airport, NC (KCLT)",Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD),NTSB,Information verified through data from accident investigation authorities
318660,Wednesday 26 April 2023, ,"    
Boeing 777-233LR",B77L,Air Canada,C-FIUF,35243/651,2007,General Electric GE90-110B1, , ,Fatalities: 0 / Occupants: 278,0,Substantial,Accident,"Sydney-Kingsford Smith International Airport, NSW (SYD) ? -   Australia",Unknown,Passenger - Scheduled,"Vancouver International Airport, BC (YVR/CYVR)","Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)", ,Information verified through data from accident investigation authorities
312453,Friday 28 April 2023,09:00 LT,Gulfstream G500,GA5C,General Dynamics Corp,N507GD,72107,2022,P&W Canada PW814GA,92 hours, ,Fatalities: 0 / Occupants: 4,0,None,Accident,"near Washington-Dulles International Airport, VA (IAD/KIAD) -   United States of America",Take off,Executive,"Washington-Dulles International Airport, DC (IAD/KIAD)","Wildwood-Cape May County Airport, NJ (WWD/KWWD)",NTSB,Accident investigation report completed and information captured
312168,Thursday 4 May 2023,06:42 LT,"    
Boeing 787-8 Dreamliner",B788,LATAM Chile,CC-BBF,38476/185,2014, , , ,Fatalities: 0 / Occupants: 0,0,Substantial, ,Bogotá-Eldorado Airport (BOG/SKBO) -   Colombia,Pushback / towing,-,-,-, , 
312271,Friday 5 May 2023,03:54 LT,"    
Airbus A321-231 (WL)",A321,American Airlines,N921US,6523,2015,IAE V2533-A5, , ,Fatalities: 0 / Occupants: 177,0,Substantial,Accident,"Charlotte-Douglas International Airport, NC (CLT/KCLT) -   United States of America",Landing,Passenger - Scheduled,"Fort Lauderdale International Airport, FL (FLL/KFLL)","Charlotte-Douglas International Airport, NC (CLT/KCLT)",NTSB,Accident investigation report completed and information captured
312323,Saturday 6 May 2023,10:52 UTC,"    
Boeing 747-428F",B744,UPS Airlines,N580UP,25632/968,1993, , , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,Tokyo-Narita International Airport (NRT/RJAA) -   Japan,Landing,Cargo,Shanghai-Pudong International Airport (PVG/ZSPD),Tokyo-Narita Airport (NRT/RJAA),JTSB,Information verified through data from accident investigation authorities
318659,Tuesday 9 May 2023, ,"    
Cessna 208 Caravan 675",C208,Dimonim Air,PK-HVG,20800558,2014,Pratt & Whitney Canada PT6A-114A, , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Yabi Airstrip -   Indonesia,Landing,Unknown,Dekai - Yahukimo-Nop Goliat Airport (DEX/WAVD), , ,Little or no information is available
318658,Wednesday 10 May 2023,07:49,"    
Learjet 36A",LJ35,Phoenix Air,N56PA,36-023,1976,Garrett TFE731, , ,Fatalities: 3 / Occupants: 3,0,"Destroyed, written off",Accident,"1,7 km SW off San Clemente Island, CA -   United States of America",En route,Military,"Port Hueneme-Point Mugu NAS, CA (NTD/KNTD)","Port Hueneme-Point Mugu NAS, CA (NTD/KNTD)",NTSB,Information verified through data from accident investigation authorities
312452,Thursday 11 May 2023,22:46 UTC,"    
Embraer ERJ-175LR",E170,"Mesa Airlines, opf United Express",N88331,17000530, , , , ,Fatalities: 0 / Occupants:,0,Unknown,Accident,"near New Orleans, LA -   United States of America",En route,Passenger - Scheduled,"New York-La Guardia Airport, NY (LGA/KLGA)","Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)", ,Information verified through data from accident investigation authorities
318656,Thursday 11 May 2023, ,"    
Cessna 208B Grand Caravan",C208,Nasional Global Aviasi,PK-NGA,208B2338,2012, , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Fentheik Airstrip -   Indonesia,Landing,Cargo,Dekai - Yahukimo-Nop Goliat Airport (DEX/WAVD), , ,Little or no information is available
318657,Thursday 11 May 2023,15:00,"    
Hawker 900XP",H25B,Angkasa Super Services,PK-LRU,HA-0212,2012,Honeywell TFE731-50R,1586 hours,1106 flights,Fatalities: 0 / Occupants: 8,0,Substantial,Accident,Maleo Airport (MOH) -   Indonesia,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Jakarta-Halim Perdana Kusuma Airport (HLP/WIHH),Maleo Airport (MOH/WAFO),NTSC,Information verified through data from accident investigation authorities
318655,Friday 12 May 2023,12:19,"    
Cessna 208B Grand Caravan",C208,Bar Aviation,5X-RBR,208B1291,2007,Pratt & Whitney Canada PT6A-114A, , ,Fatalities: 0 / Occupants: 2,0,"Destroyed, written off",Accident,Kampala-Kajjansi Airfield -   Uganda,Landing,Ferry/positioning,Kampala-Kajjansi Airfield (HUKJ),Mweya Airport (HUMW), , 
318654,Sunday 14 May 2023,19:00,"    
Boeing 747-4R7F",B744,Cargolux,LX-OCV,29731/1222,1999,Rolls-Royce RB211-524G, , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Luxembourg-Findel Airport (LUX) -   Luxembourg,Landing,Cargo,Luxembourg-Findel Airport (LUX/ELLX),"Chicago-O'Hare International Airport, IL (ORD/KORD)", ,"Information is only available from news, social media or unofficial sources"
318653,Monday 15 May 2023,12:47,"    
Learjet 35A",LJ35,GFD Aviation,D-CGFQ,35A-676,1993,Honeywell TFE731-2-2B,9846 hours,6739 flights,Fatalities: 2 / Occupants: 2,0,"Destroyed, written off",Accident,Hohn Air Base (ETNH) -   Germany,Take off,Training,Hohn Air Base (ETNH),Hohn Air Base (ETNH),BFU,Accident investigation report completed and information captured
318652,Tuesday 16 May 2023,15:30,"    
de Havilland Canada DHC-6 Twin Otter 300",DHC6,Trans Maldivian Airways,8Q-TAQ,381,1973,Pratt & Whitney Canada PT6A-27,27151 hours,43349 flights,Fatalities: 0 / Occupants: 8,0,Substantial,Accident,Vommuli Water Aerodrome -   Maldives,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Sun Siyam Iru Veli Maldives Water Aerodrome,Vommuli Water Aerodrome,AICC Maldives,Accident investigation report completed and information captured
318651,Thursday 18 May 2023,00:08,"    
Honda HA-420 HondaJet",HDJT,Upfrunt Services LLC,N255HJ,42000055,2017,GE Honda HF120,1061 hours, ,Fatalities: 0 / Occupants: 6,0,"Destroyed, written off",Accident,"Summerville Airport, SC -   United States of America",Landing,Private,"Wilkesboro-Wilkes County Airport, NC (IKB/KUKF)","Summerville Airport, SC (KDYB)",NTSB,Information verified through data from accident investigation authorities
318650,Friday 19 May 2023,ca 11,"    
Shorts SC.7 Skyvan 3A-100",SC7,Uganda Peoples Defence Force,AF-519,SH.1901,1972, , , ,Fatalities: 0 / Occupants: 2,0,"Destroyed, written off",Accident,near Kalongo Airstrip -   Uganda,Landing,Military,Nakasongola Air Base,Kalongo Airstrip, ,"Information is only available from news, social media or unofficial sources"
318649,Saturday 20 May 2023,c. 14,"    
Viking Air DHC-6 Twin Otter 400",DHC6,Seafly LLC,N153QS,869,2012, ,1641 hours, ,Fatalities: 2 / Occupants: 2,0,"Destroyed, written off",Accident,"54 km W off Half Moon Bay Airport, CA (HAF) -   Pacific Ocean",En route,Ferry/positioning,"Santa Rosa-Sonoma County Airport, CA (STS/KSTS)","Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL)",NTSB,"Information is only available from news, social media or unofficial sources"
348854,Tuesday 30 May 2023,08:50 UTC,"    
Bombardier BD-100 Challenger 350",CL35,Sundt Air,LN-JHH,20702,2017,Honeywell HTF7350, , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,Dundee Airport (DND/EGPN) -   United Kingdom,Taxi,Ferry/positioning,Haugesund Airport (HAU/ENHD),Dundee Airport (DND/EGPN),AAIB,Accident investigation report completed and information captured
315971,Thursday 1 June 2023,17:32 LT,"    
Airbus A320-232",A320,United Airlines,N479UA,1538,2001,IAE V2527-A5, , ,Fatalities: 0 / Occupants: 118,0,None,Accident,"near Houston, TX -   United States of America",En route,Passenger - Non-Scheduled/charter/Air Taxi,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI/KBWI)","Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)",NTSB,Accident investigation report completed and information captured
315972,Thursday 1 June 2023,17:06,"    
Boeing 737-924ER (WL)",B739,United Airlines,N28457,41744/4182,2012,CFM INTL CFM56-7B27, , ,Fatalities: 0 / Occupants: 186,0,None,Accident,"near Chicago, IL -   United States of America",Approach,Passenger - Scheduled,"San Francisco International Airport, CA (SFO/KSFO)","Chicago-O'Hare International Airport, IL (ORD/KORD)",NTSB,Accident investigation report completed and information captured
318648,Sunday 4 June 2023,c. 15,"    
Cessna 560 Citation V",C560,Encore Motors of Melbourne Inc,N611VG,560-0091,1990,Pratt & Whitney Canada JT15D-5, , ,Fatalities: 4 / Occupants: 4,0,"Destroyed, written off",Accident,"near Montebello, VA -   United States of America",En route,Private,"Elizabethton Municipal Airport, TN","Islip-Long Island MacArthur Airport, NY (ISP/KISP)",NTSB,Information verified through data from accident investigation authorities
315481,Monday 5 June 2023,18:35 LT,"    
Boeing 737-8CT (WL)",B738,WestJet,C-GWSX,36696/3314,2010, , , ,Fatalities: 0 / Occupants: 150,0,Substantial,Accident,"Calgary International Airport, AB (YYC/CYYC) -   Canada",Standing,Passenger - Scheduled,"Calgary International Airport, AB (YYC/CYYC)","Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",TSB,Information verified through data from accident investigation authorities
318647,Tuesday 6 June 2023,20:17,"    
Dassault Falcon 10",FA10,Premier LJ40 Inc,N87RT,106,1977,Garrett TFE731-2C, , ,Fatalities: 0 / Occupants: 5,0,Substantial,Accident,"Panama City-Northwest Florida Beaches International Airport, FL (ECP) -   United States of America",Landing,Private,"Atlanta-Cobb County-Mc Collum Field, GA (KRYY)","Panama City-Northwest Florida Beaches International Airport, FL (ECP/KECP)",NTSB,Information verified through data from accident investigation authorities
315388,Thursday 15 June 2023,c 17:45 UTC,"    
Boeing 777-336ER",B77W,British Airways,G-STBL,42124/1221,2014,General Electric GE90-115B, , ,Fatalities: 0 / Occupants: 261,0,None,Accident,over Bay of Bengal -   Indian Ocean,En route,Passenger - Scheduled,Singapore-Changi International Airport (SIN/WSSS),London-Heathrow Airport (LHR/EGLL),AAIB,Accident investigation report completed and information captured
315449,Monday 19 June 2023,12:02,"    
Boeing 787-9 Dreamliner",B789,Scoot,9V-OJF,37119/337,2015, , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Taipei-Taiwan Taoyuan International Airport (TPE/RCTP) -   Taiwan,Landing,Passenger - Scheduled,Seoul-Incheon International Airport (ICN/RKSI),Taipei-Taiwan Taoyuan International Airport (TPE/RCTP),TSIB Singapore,"Information is only available from news, social media or unofficial sources"
315693,Wednesday 21 June 2023,16:20,"    
Airbus A320-214",A320,Brussels Airlines,OO-SNI,1983,2003,CFMI CFM56-5B4/P, , ,Fatalities: 0 / Occupants: 181,0,Substantial,Accident,Vilnius Airport (VNO/EYVI) -   Lithuania,Taxi,Passenger - Scheduled,Vilnius Airport (VNO/EYVI),Brussel-Zaventem Airport (BRU/EBBR), ,"Information is only available from news, social media or unofficial sources"
318646,Friday 23 June 2023,11:00,"    
Cessna 208 Caravan 675",C208,SAM Air,PK-SMW,20800609,2018,Pratt & Whitney Canada PT6A-114A,4800 hours,6320 flights,Fatalities: 6 / Occupants: 6,0,"Destroyed, written off",Accident,12 km S of Elelim -   Indonesia,En route,Passenger - Non-Scheduled/charter/Air Taxi,Elelim Airport (ELR),Poik Airstrip,NTSC,"Information is only available from news, social media or unofficial sources"
315858,Saturday 24 June 2023,00:31 LT,"    
Boeing 777-367ER",B77W,Cathay Pacific,B-KPQ,36162/860,2010,General Electric GE90-115B, , ,Fatalities: 0 / Occupants: 310,0,"Minor, repaired",Accident,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH) -   Hong Kong,Take off,Passenger - Scheduled,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH),"Los Angeles International Airport, CA (LAX/KLAX)",AAIA,Information verified through data from accident investigation authorities
346679,Monday 26 June 2023,11:28 UTC,"    
ATR 72-600 (72-212A)",AT76,Imetame Metalmecanica Ltda,PR-PFD,1235,2015, , , ,Fatalities: 0 / Occupants: 65,0,Substantial,Accident,"Telêmaco Borba, PR (SSVL) -   Brazil",Landing,Private,"Aracruz-Primo Bitti Airport, ES (SIFV)","Telêmaco Borba Airport, PA (SSVL)",CENIPA,Information verified through data from accident investigation authorities
318645,Wednesday 28 June 2023,08:58,"    
Boeing 717-2BD",B712,Delta Air Lines,N955AT,55017/5040,2000,BMW RR BR715, , ,Fatalities: 0 / Occupants: 104,0,Substantial,Accident,"Charlotte-Douglas International Airport, NC (CLT/KCLT) -   United States of America",Landing,Passenger - Scheduled,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)","Charlotte-Douglas International Airport, NC (CLT/KCLT)",NTSB,Information verified through data from accident investigation authorities
349800,Wednesday 28 June 2023,01:40 UTC,"    
Boeing 777-236ER",B772,British Airways,G-YMML,30313/334,2001,Rolls-Royce RB211 Trent 895-17, , ,Fatalities: 0 / Occupants:,0,None,Accident,near Beijing -   China,Approach,Passenger - Scheduled,London-Heathrow Airport (LHR/EGLL),Beijing Daxing International Airport (PKX/ZBAD),AAIB,Accident investigation report completed and information captured
345513,Monday 3 July 2023,13:50 LT,"    
Cessna 208B Supervan 900",C208,Arne Aviation LLC,N716MM,208B0746,1999,Honeywell TPE331-12JR,9519 hours, ,Fatalities: 0 / Occupants: 1,0,Substantial,Accident,"Suffolk Executive Airport, VA (KSFQ) -   United States of America",Landing,Parachuting,"Suffolk Executive Airport, VA (KSFQ)","Suffolk Executive Airport, VA (KSFQ)",NTSB,Accident investigation report completed and information captured
318644,Thursday 6 July 2023,c. 16,"    
Antonov An-2R",AN2,Aircompany Parma,RA-02241,1G235-12,1989,Shvetsov ASh-62IR, , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,"near Chuvashi village, Kirovo-Chepetsky district, Kirov region -   Russia",En route,Survey, , ,MAK,Information verified through data from accident investigation authorities
318642,Saturday 8 July 2023,c. 04,"    
Cessna 550 Citation II",C550,Prestige Worldwide Flights LLC,N819KR,550-0114,1979,Pratt & Whitney Canada JT15D-4, , ,Fatalities: 6 / Occupants: 6,0,"Destroyed, written off",Accident,"0,2 km N of Murrieta/Temecula-French Valley Airport, CA (RBK) -   United States of America",Approach,Executive,"Las Vegas-Harry Reid International Airport, NV (LAS/KLAS)","Murrieta/Temecula-French Valley Airport, CA (RBK)",NTSB,"Information is only available from news, social media or unofficial sources"
318643,Saturday 8 July 2023,c. 15,"    
Antonov An-2R",AN2,Aviatörsföreningen Antonov 2,SE-KCE,1G189-59,1981,Shvetsov ASh-62IR, , ,Fatalities: 0 / Occupants: 5,0,Substantial,Accident,Vårgårda -   Sweden,Take off,Private, ,Kattleberg Airport,SHK,"Information is only available from news, social media or unofficial sources"
318641,Tuesday 11 July 2023,12:23,"    
Embraer EMB-120 Brasilia",E120,Halla Airlines,6O-AAD, , , , , ,Fatalities: 0 / Occupants: 34,0,"Destroyed, written off",Accident,Mogadishu Aden Adde International Airport (MGQ) -   Somalia,Landing,Passenger,Garowe Airport (GGR/HCMW),Mogadishu Aden Adde International Airport (MGQ/HCMM), ,"Information is only available from news, social media or unofficial sources"
316858,Wednesday 12 July 2023,14:10 LT,"    
Airbus A320-214 (WL)",A320,"Allegiant Air, LLC",N249NV,7766,2017,CFMI CFM56-5B4/P,15025 hours, ,Fatalities: 0 / Occupants: 185,0,None,Accident,"NE of St. Petersburg, Florida -   United States of America",En route,Passenger - Scheduled,"Asheville Regional Airport, NC (AVL/KAVL)","St. Petersburg-Clearwater International Airport, FL (PIE/KPIE)",NTSB,Accident investigation report completed and information captured
318639,Monday 17 July 2023,19:40,"    
Cessna 208B Grand Caravan",C208,Skydive Warsaw,SP-WAW,208B0854,2000,Pratt & Whitney Canada PT6A-140,10931 hours, ,Fatalities: 1 / Occupants: 3,5,"Destroyed, written off",Accident,Chrcynno Airfield -   Poland,Take off,Training,Chrcynno Airfield (EPNC),Chrcynno Airfield (EPNC),SCAAI,Information verified through data from accident investigation authorities
318640,Monday 17 July 2023,c 15:,"    
Cessna 208B Grand Caravan",C208,Aero Jet Aviation Ltd,5Y-RNA,208B0328,1993, , , ,Fatalities: 0 / Occupants: 5,0,"Substantial, written off",Accident,Walgak Airstrip -   South Sudan,Landing,Cargo,Juba Airport (JUB/HJJJ),Walgak Airstrip, ,"Information is only available from news, social media or unofficial sources"
318638,Thursday 20 July 2023,22:16,"    
Airbus A321-211",A321,Air Canada Rouge,C-GYFM,5354,2012,CFMI CFM56-5B3/3, , ,Fatalities: 0 / Occupants: 167,0,"Substantial, repaired",Accident,"9,3 km N of Toronto-Pearson International Airport, ON (YYZ) -   Canada",En route,Passenger - Scheduled,"Kelowna Airport, BC (YLW/CYLW)","Toronto-Pearson International Airport, ON (YYZ/CYYZ)", ,Information verified through data from accident investigation authorities
318637,Saturday 22 July 2023,11:20,"    
Shijiazhuang Y-5B(D)",AN2,Heilongjiang Kunpeng General Aviation Co., , , ,Shvetsov ASh-62IR, , ,Fatalities: 2 / Occupants: 2,0,"Substantial, written off",Accident,"Hegang City, Luobei County -   China",Unknown,Agricultural, , , ,"Information is only available from news, social media or unofficial sources"
345480,Saturday 22 July 2023,10:30,"    
Airbus CC-150 Polaris (A310-300)",A310,Royal Canadian Air Force - RCAF,15003,425,1987, , , ,Fatalities: 0 / Occupants: 0,0,Substantial, ,Guam-Andersen AFB (UAM/PGUA) -   Guam,Standing,Military,-,-, ,Information verified through data from accident investigation authorities
318636,Sunday 23 July 2023, ,"    
Antonov An-26?",AN26, , , , , , , ,Fatalities: 9 / Occupants: 10,0,"Destroyed, written off",Accident,Port Sudan Airport (PZU) -   Sudan,Take off,Unknown,Port Sudan Airport (PZU/HSSP), , , 
318311,Monday 24 July 2023,11:00 UTC,"    
Boeing 767-332ER (WL)",B763,Delta Air Lines,N189DN,25990/646,1997, , , ,Fatalities: 0 / Occupants:,0,Minor,Accident,W of Milan -   Italy,En route,Passenger - Scheduled,Milano-Malpensa Airport (MXP/LIMC),"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",ANSV,"Information is only available from news, social media or unofficial sources"
346898,Monday 24 July 2023,15:30,"    
Boeing 737-7H4 (WL)",B737,Southwest Airlines,N279WN,32532/2284,2007,CFM INTL CFM56-7B24,53731 hours, ,Fatalities: 0 / Occupants: 150,0,None,Accident,"East Palestine, OH -   United States of America",Approach,Passenger - Scheduled,"Chicago-Midway Airport, IL (MDW/KMDW)","Pittsburgh International Airport, PA (PIT/KPIT)",NTSB,Accident investigation report completed and information captured
318635,Tuesday 25 July 2023,15:05,"    
Canadair CL-215-1A10",CL2P,Elleniki Polemikí Aeroporía,1055,1055,1979,Pratt & Whitney R-2800-83AM, , ,Fatalities: 2 / Occupants: 2,0,"Destroyed, written off",Accident,near Platanistos -   Greece,"Manoeuvring (airshow, firefighting, ag.ops.)",Fire fighting,Volos-Néa Anchialos Airport (VOL/LGBL), , ,"Information is only available from news, social media or unofficial sources"
318634,Friday 28 July 2023,20:50,"    
Cessna 650 Citation VII",C650,Unknown,XB-VFJ,650-7053,1993,Garrett TFE731, , ,Fatalities: 3 / Occupants: 3,0,"Destroyed, written off",Accident,off Veracruz -   Mexico,Initial climb,Executive,Veracruz-General Heriberto Jara Corona International Airport (VER/MMVR),Toluca Airport (TLC/MMTO), ,"Information is only available from news, social media or unofficial sources"
343055,Friday 28 July 2023,09:16 LT,"    
Boeing 737-924ER (WL)",B739,United Airlines,N77431,32833/2787,2009,CFM INTL CFM56-7B26/3,43798 hours, ,Fatalities: 0 / Occupants: 185,0,None,Accident,"450 km E of Myrtle Beach, SC, USA -   United States of America",En route,Passenger - Scheduled,"Newark-Liberty International Airport, NJ (EWR/KEWR)",Punta Cana International Airport (PUJ/MDPC),NTSB,Accident investigation report completed and information captured
343043,Saturday 29 July 2023,10:34,"    
Boeing 767-322ER (WL)",B763,United Airlines,N641UA,25091/360,1991, , , ,Fatalities: 0 / Occupants: 202,0,Substantial,Accident,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH) -   United States of America",Landing,Passenger - Scheduled,"Newark-Liberty International Airport, NJ (EWR/KEWR)","Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)",NTSB,Information verified through data from accident investigation authorities
343064,Saturday 29 July 2023,04:46,"    
Beechcraft B300 King Air 350",BE30,Alkan Air,C-GTEM,FL-236,1999, , , ,Fatalities: 0 / Occupants: 5,0,Substantial,Accident,"Vancouver International Airport, BC (YVR/CYVR) -   Canada",Taxi,Passenger,"Vancouver International Airport, BC (YVR/CYVR)","Whitehorse-Erik Nielsen International Airport, YT (YXY/CYXY)",TSB,Information verified through data from accident investigation authorities
345009,Thursday 3 August 2023,02:07 LT,"    
Boeing 767-322ER (WL)",B763,United Airlines,N676UA,30028/834,2001, , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,"Washington-Dulles International Airport, DC (IAD/KIAD) -   United States of America",Landing,Passenger - Scheduled,"Washington-Dulles International Airport, DC (IAD/KIAD)",London-Heathrow Airport (LHR/EGLL),NTSB,Information verified through data from accident investigation authorities
344971,Monday 7 August 2023,12:30 UTC,"    
Cessna 208B Grand Caravan",C208,Federal Airlines,ZS-JEM,208B0912,2001, ,15762 hours, ,Fatalities: 0 / Occupants: 9,0,None,Serious incident,Arathusa Safari Lodge (FAAR) -   South Africa,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Arathusa Safari Lodge (FAAR),Mala Mala Airport (AAM/FAMD),CAA S.A.,Accident investigation report completed and information captured
347472,Monday 7 August 2023,06:41 UTC,"    
Boeing 737-8U3 (WL)",B738,Garuda Indonesia,PK-GNM,41322/5057,2014, , , ,Fatalities: 0 / Occupants: 152,0,Substantial,Accident,Banjarmasin-Sjamsudin Noor Airport (BDJ/WAOO) -   Indonesia,Landing,Passenger - Scheduled,Jakarta-Soekarno-Hatta International Airport (CGK/WIII),Banjarmasin-Sjamsudin Noor Airport (BDJ/WAOO),NTSC,Information verified through data from accident investigation authorities
